interaction_key,client_key,date_key,channel,direction,interaction_type,intent_category,is_incoming,is_outgoing,is_reminder
ANON-669CA46A,ANON-3ED1BF95,2026-08-13,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-DDF06857,ANON-6AB59ABB,2026-09-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-EDB14C5F,ANON-6AB59ABB,2026-08-16,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-BE9CB227,ANON-7EB9DA7F,2026-09-06,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-B5CAAA77,ANON-7EB9DA7F,2026-07-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-8C2F0AB9,ANON-7EB9DA7F,2026-07-12,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-3DEC8A3D,ANON-7EB9DA7F,2026-07-07,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-B04DC195,ANON-7EB9DA7F,2026-08-07,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-84B417A3,ANON-D7F2B068,2026-07-06,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-7DEACD3D,ANON-D7F2B068,2026-08-02,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-53D6E00B,ANON-D7F2B068,2026-08-10,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-570B1892,ANON-D7F2B068,2026-07-31,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-08BB1D05,ANON-D7F2B068,2026-07-31,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-44421AA1,ANON-D7F2B068,2026-07-30,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-925B58EF,ANON-985F0AAE,2026-07-20,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-55DD09B7,ANON-985F0AAE,2026-08-12,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-659E2FC1,ANON-985F0AAE,2026-08-13,sms,outgoing,follow_up,unclassified,0,1,0
ANON-5A8D72B3,ANON-985F0AAE,2026-08-21,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A6427AB5,ANON-985F0AAE,2026-08-22,sms,outgoing,follow_up,unclassified,0,1,0
ANON-81A965ED,ANON-985F0AAE,2026-07-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-F007829A,ANON-985F0AAE,2026-07-30,sms,outgoing,follow_up,unclassified,0,1,0
ANON-8CE1A69A,ANON-985F0AAE,2026-07-30,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-601BB4FF,ANON-985F0AAE,2026-06-24,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A18097AA,ANON-105DFA8F,2026-06-28,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-22F185A9,ANON-105DFA8F,2026-06-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-E51DE326,ANON-105DFA8F,2026-06-30,sms,outgoing,follow_up,unclassified,0,1,0
ANON-4D784D6D,ANON-FB1C4ACC,2026-08-01,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0AA68A4F,ANON-FB1C4ACC,2026-08-21,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-D94F14FD,ANON-FB1C4ACC,2026-08-22,sms,outgoing,follow_up,unclassified,0,1,0
ANON-0024B0D6,ANON-FB1C4ACC,2026-07-22,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-156BF9B5,ANON-2D4256AA,2026-08-02,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-51E9BFDA,ANON-2D4256AA,2026-09-07,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-93F80637,ANON-2D4256AA,2026-09-27,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-53A4E0D0,ANON-2D4256AA,2026-10-10,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-4E0F359D,ANON-2D4256AA,2026-07-02,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-2DEFA9D3,ANON-EFBC8C51,2026-07-07,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-51AE85DB,ANON-EFBC8C51,2026-06-28,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-280225A0,ANON-EFBC8C51,2026-06-29,sms,outgoing,follow_up,unclassified,0,1,0
ANON-1B69056C,ANON-EFBC8C51,2026-09-10,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-55AC6930,ANON-EFBC8C51,2026-07-11,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-382FBBD1,ANON-6731A8FF,2026-07-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-CE61F704,ANON-6731A8FF,2026-09-23,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-45FF67B0,ANON-6731A8FF,2026-09-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-ED64F9D1,ANON-6731A8FF,2026-09-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A6CC7BFB,ANON-6731A8FF,2026-07-09,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-DA498014,ANON-6731A8FF,2026-07-10,sms,outgoing,follow_up,unclassified,0,1,0
ANON-2D51A688,ANON-5A25B632,2026-07-22,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-6CED2B6A,ANON-5A25B632,2026-08-02,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-2107E39E,ANON-5A25B632,2026-07-06,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-25C7E85D,ANON-5A25B632,2026-08-04,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-08053691,ANON-5A25B632,2026-08-05,sms,outgoing,follow_up,unclassified,0,1,0
ANON-51D66683,ANON-1261A2DA,2026-08-17,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-1D779E25,ANON-1261A2DA,2026-09-10,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-65ECF92D,ANON-5F8B5D8C,2026-08-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-80486299,ANON-5F8B5D8C,2026-08-26,sms,outgoing,follow_up,unclassified,0,1,0
ANON-1A8CC2B9,ANON-5F8B5D8C,2026-06-16,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-92FCFF50,ANON-5F8B5D8C,2026-06-07,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-797BCAFB,ANON-5F8B5D8C,2026-06-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-107D4343,ANON-9EAD11D8,2026-06-13,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-20C15DC3,ANON-9EAD11D8,2026-09-09,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-753B2327,ANON-9EAD11D8,2026-06-22,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-24DED989,ANON-BAB0DDB8,2026-08-17,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A13E217C,ANON-BAB0DDB8,2026-08-18,sms,outgoing,follow_up,unclassified,0,1,0
ANON-C50F462E,ANON-BAB0DDB8,2026-08-14,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-8CD27E98,ANON-BAB0DDB8,2026-07-18,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-D3AFA9E7,ANON-BAB0DDB8,2026-06-15,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-B8131063,ANON-BAB0DDB8,2026-06-16,sms,outgoing,follow_up,unclassified,0,1,0
ANON-5871EC9C,ANON-BAB0DDB8,2026-10-09,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-31872351,ANON-BAB0DDB8,2026-07-18,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-5CAA868A,ANON-BAB0DDB8,2026-07-19,sms,outgoing,follow_up,unclassified,0,1,0
ANON-E2012AC5,ANON-54153672,2026-06-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-988C1493,ANON-54153672,2026-09-11,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A7EE3122,ANON-54153672,2026-09-12,sms,outgoing,follow_up,unclassified,0,1,0
ANON-E665B7F3,ANON-54153672,2026-06-02,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-97CE247F,ANON-54153672,2026-06-04,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-35184CC3,ANON-54153672,2026-09-19,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-19A61AE8,ANON-D306F22F,2026-09-18,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-D15E5530,ANON-D306F22F,2026-07-19,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-2576E24E,ANON-D306F22F,2026-09-13,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-F2EBD699,ANON-D306F22F,2026-09-14,sms,outgoing,follow_up,unclassified,0,1,0
ANON-AEE822FB,ANON-D306F22F,2026-09-07,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-62D0BB08,ANON-CB97880C,2026-08-24,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-DFFEDBE8,ANON-CB97880C,2026-10-06,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-97BA097B,ANON-2F5A2531,2026-07-11,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-5ACCD1A9,ANON-2F5A2531,2026-06-09,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-833B9AF5,ANON-2F5A2531,2026-06-14,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-7D62BE53,ANON-2F5A2531,2026-06-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-60C0D959,ANON-2F5A2531,2026-10-08,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-57D803FF,ANON-A1989BED,2026-09-28,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-B5DFF133,ANON-A1989BED,2026-08-15,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-665349F7,ANON-A1989BED,2026-09-23,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-5A5929F1,ANON-A1989BED,2026-09-10,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-867DADBC,ANON-A1989BED,2026-08-31,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-41AF5BEE,ANON-B1B7A1AF,2026-06-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-9669D656,ANON-B1B7A1AF,2026-09-04,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-5B7920B8,ANON-B1B7A1AF,2026-07-13,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-512EDFD3,ANON-B1B7A1AF,2026-08-26,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-2AC93A32,ANON-B1B7A1AF,2026-08-30,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-BAF7CF97,ANON-6F4263F5,2026-09-08,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-CABD3FCD,ANON-6F4263F5,2026-09-09,sms,outgoing,follow_up,unclassified,0,1,0
ANON-63AFC86B,ANON-6F4263F5,2026-06-17,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-09A0E953,ANON-6F4263F5,2026-07-16,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-C4EFD8DC,ANON-6F4263F5,2026-07-17,sms,outgoing,follow_up,unclassified,0,1,0
ANON-646F02E1,ANON-6F4263F5,2026-08-14,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-63A6B688,ANON-6F4263F5,2026-10-05,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A7F706F0,ANON-A3A35DB8,2026-09-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-D918C55D,ANON-A3A35DB8,2026-07-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-DE9C9F99,ANON-A3A35DB8,2026-06-01,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-279F1B05,ANON-A3A35DB8,2026-08-06,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-8E9D66BF,ANON-A3A35DB8,2026-08-07,sms,outgoing,follow_up,unclassified,0,1,0
ANON-58157CB4,ANON-A3A35DB8,2026-08-22,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-83B673FA,ANON-FF0A02EA,2026-10-08,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-699058C0,ANON-FF0A02EA,2026-08-28,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A3DAB39E,ANON-29503A7E,2026-10-17,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0B9BEBF4,ANON-29503A7E,2026-10-01,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-B9A4403A,ANON-D72F4E32,2026-08-28,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-7722B865,ANON-D72F4E32,2026-08-09,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-C280EE7C,ANON-30964B73,2026-07-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-960A9F45,ANON-30964B73,2026-08-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-F862A0EA,ANON-30964B73,2026-08-04,sms,outgoing,follow_up,unclassified,0,1,0
ANON-19558A08,ANON-30964B73,2026-09-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-5683220E,ANON-30964B73,2026-06-24,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-7CE2D33B,ANON-30964B73,2026-06-25,sms,outgoing,follow_up,unclassified,0,1,0
ANON-729B5ABE,ANON-30964B73,2026-08-19,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-494C7B50,ANON-18C9A782,2026-07-08,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-4E0AE569,ANON-18C9A782,2026-07-22,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A6A016CE,ANON-18C9A782,2026-08-05,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-553315C5,ANON-18C9A782,2026-07-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-6A138B1D,ANON-18C9A782,2026-07-26,sms,outgoing,follow_up,unclassified,0,1,0
ANON-0969C293,ANON-7855A88B,2026-09-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-C8B870C5,ANON-7855A88B,2026-06-17,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0EF2FFBA,ANON-7855A88B,2026-08-11,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-8104B651,ANON-431E4655,2026-06-02,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-77EC4E40,ANON-431E4655,2026-07-06,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-38B87D42,ANON-431E4655,2026-09-27,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-DE8ACA5C,ANON-431E4655,2026-06-15,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-965B83B7,ANON-431E4655,2026-06-07,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-87C835BE,ANON-BBE7E098,2026-07-15,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-4589F76F,ANON-BBE7E098,2026-09-07,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-E6D72EB4,ANON-BBE7E098,2026-08-09,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-810FF089,ANON-BBE7E098,2026-07-26,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-182877B4,ANON-BBE7E098,2026-08-15,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-50F8FE4F,ANON-1816E093,2026-06-30,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-B757774D,ANON-1816E093,2026-07-01,sms,outgoing,follow_up,unclassified,0,1,0
ANON-608AAFFE,ANON-1816E093,2026-06-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-54C17ACA,ANON-1816E093,2026-06-26,sms,outgoing,follow_up,unclassified,0,1,0
ANON-16883C21,ANON-1816E093,2026-06-20,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A2F75C68,ANON-1816E093,2026-08-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-E5049FBA,ANON-1816E093,2026-07-13,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-C4B85781,ANON-BF046FF9,2026-09-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-5F74F864,ANON-BF046FF9,2026-07-23,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-2FD5863D,ANON-EDE456D2,2026-09-21,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-4745160F,ANON-EDE456D2,2026-06-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0BFA925F,ANON-EDE456D2,2026-08-26,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-54800AA8,ANON-EDE456D2,2026-07-08,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-E6AE6265,ANON-EDE456D2,2026-06-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-F46F151D,ANON-EDE456D2,2026-06-30,sms,outgoing,follow_up,unclassified,0,1,0
ANON-79EFEC8A,ANON-0778DF09,2026-07-24,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-5D0EFE13,ANON-0778DF09,2026-05-31,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-FFC312B1,ANON-0778DF09,2026-09-20,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-5B53DAAE,ANON-0778DF09,2026-08-06,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-28F78B98,ANON-BB99AA30,2026-09-21,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-48902EC2,ANON-BB99AA30,2026-07-06,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0F1F38C0,ANON-BB99AA30,2026-08-17,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-50412DC9,ANON-BB99AA30,2026-08-21,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-33A5F683,ANON-BB99AA30,2026-09-05,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-8CE92C3E,ANON-BB99AA30,2026-09-18,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-32D49979,ANON-66E054AB,2026-09-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-84023B0C,ANON-66E054AB,2026-06-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0FD0850A,ANON-66E054AB,2026-08-27,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-21FA72B3,ANON-66E054AB,2026-07-11,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-F6BBED84,ANON-66E054AB,2026-07-13,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-F925BE5A,ANON-983C6893,2026-09-16,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-22EDFF51,ANON-983C6893,2026-09-14,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0B4D22EE,ANON-983C6893,2026-10-14,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-35B81A66,ANON-92EA9DA3,2026-07-17,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-7559B4F1,ANON-92EA9DA3,2026-07-05,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-33BDD416,ANON-92EA9DA3,2026-07-06,sms,outgoing,follow_up,unclassified,0,1,0
ANON-5DED301D,ANON-92EA9DA3,2026-10-08,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-9CCA0927,ANON-92EA9DA3,2026-08-30,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-374C24FD,ANON-92EA9DA3,2026-08-31,sms,outgoing,follow_up,unclassified,0,1,0
ANON-F04C5E2A,ANON-92EA9DA3,2026-08-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-357E6AE7,ANON-3FB07148,2026-10-11,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-36FF8787,ANON-3FB07148,2026-06-21,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-7B75335C,ANON-3FB07148,2026-08-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-6AB6B7E0,ANON-3FB07148,2026-06-02,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-27C1F4DA,ANON-3FB07148,2026-07-29,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-69404032,ANON-2A0C6EA3,2026-06-03,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-31D3793F,ANON-2A0C6EA3,2026-10-16,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-AAD47696,ANON-2A0C6EA3,2026-09-12,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-711F06E4,ANON-2A0C6EA3,2026-08-27,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-32286D1B,ANON-2A0C6EA3,2026-10-05,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-4996A596,ANON-2A0C6EA3,2026-07-15,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-A625E598,ANON-15E08B3D,2026-06-30,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-DC9C09FD,ANON-15E08B3D,2026-07-17,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-7794F0AB,ANON-15E08B3D,2026-07-18,sms,outgoing,follow_up,unclassified,0,1,0
ANON-E7B093A9,ANON-15E08B3D,2026-10-11,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-E941405C,ANON-15E08B3D,2026-10-08,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0A1C5CAE,ANON-15E08B3D,2026-07-22,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0AADDB99,ANON-15E08B3D,2026-09-25,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-389B0049,ANON-A0609DD7,2026-06-21,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-09786253,ANON-A0609DD7,2026-10-08,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-50931984,ANON-A0609DD7,2026-08-18,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-987FB58C,ANON-A0609DD7,2026-07-24,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-AEDC5C66,ANON-A0609DD7,2026-07-01,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-0E7613D6,ANON-9F9EF7DF,2026-09-24,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-737558FD,ANON-9F9EF7DF,2026-10-10,sms,outgoing,appointment_reminder,unclassified,0,1,1
ANON-89830D82,ANON-229421A2,2026-09-14,sms,incoming,message,general_support,1,0,0
ANON-6F14AB53,ANON-229421A2,2026-09-14,sms,outgoing,ai_response,general_support,0,1,0
ANON-18B64418,ANON-118C6EFE,2026-07-03,sms,incoming,message,rescheduling,1,0,0
ANON-0A7F74D5,ANON-118C6EFE,2026-07-03,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-A42BC16A,ANON-F5EC4FC5,2026-09-11,sms,incoming,message,barrier_to_care,1,0,0
ANON-AEF86AE0,ANON-F5EC4FC5,2026-09-11,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-E228C944,ANON-F9029CD0,2026-09-16,sms,incoming,message,appointment_assistance,1,0,0
ANON-C1E5CCD3,ANON-F9029CD0,2026-09-16,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-D0DCE421,ANON-2C6607D4,2026-09-06,sms,incoming,message,general_support,1,0,0
ANON-D3831842,ANON-2C6607D4,2026-09-06,sms,outgoing,ai_response,general_support,0,1,0
ANON-A304EC74,ANON-C1359A00,2026-08-31,sms,incoming,message,barrier_to_care,1,0,0
ANON-9F5ECFBB,ANON-C1359A00,2026-08-31,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-6C475D32,ANON-D0A0D3E8,2026-08-21,sms,incoming,message,barrier_to_care,1,0,0
ANON-AD223F24,ANON-D0A0D3E8,2026-08-21,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-8551078C,ANON-56A53EF6,2026-07-03,sms,incoming,message,appointment_assistance,1,0,0
ANON-6A8D87E4,ANON-56A53EF6,2026-07-03,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-6E865126,ANON-257A18D7,2026-06-22,sms,incoming,message,barrier_to_care,1,0,0
ANON-9E1FA00C,ANON-257A18D7,2026-06-22,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-323FA810,ANON-C70DECBE,2026-08-15,sms,incoming,message,barrier_to_care,1,0,0
ANON-FD21DBA4,ANON-C70DECBE,2026-08-15,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-9D5C9F22,ANON-669022AE,2026-08-09,sms,incoming,message,barrier_to_care,1,0,0
ANON-9436CD8A,ANON-669022AE,2026-08-09,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-B47CFF4D,ANON-308D95E0,2026-08-13,sms,incoming,message,appointment_assistance,1,0,0
ANON-AAF431B4,ANON-308D95E0,2026-08-13,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-F34419C8,ANON-AE0F568F,2026-08-18,sms,incoming,message,general_support,1,0,0
ANON-39968DCF,ANON-AE0F568F,2026-08-18,sms,outgoing,ai_response,general_support,0,1,0
ANON-A039DB53,ANON-D81449F9,2026-08-29,sms,incoming,message,rescheduling,1,0,0
ANON-735551FD,ANON-D81449F9,2026-08-29,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-EE316E1F,ANON-3E35047E,2026-08-11,sms,incoming,message,rescheduling,1,0,0
ANON-F448BD3D,ANON-3E35047E,2026-08-11,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-1FA70659,ANON-C629E20A,2026-09-01,sms,incoming,message,rescheduling,1,0,0
ANON-029D4491,ANON-C629E20A,2026-09-01,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-D7C8E428,ANON-AC5FAEAD,2026-07-09,sms,incoming,message,appointment_assistance,1,0,0
ANON-8ABB4E29,ANON-AC5FAEAD,2026-07-09,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-7099833D,ANON-ED865047,2026-09-01,sms,incoming,message,appointment_assistance,1,0,0
ANON-4AC66106,ANON-ED865047,2026-09-01,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-FB6B923C,ANON-A4179A7D,2026-07-29,sms,incoming,message,appointment_assistance,1,0,0
ANON-3C1F7432,ANON-A4179A7D,2026-07-29,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-5CDB9E12,ANON-F576CF3C,2026-07-03,sms,incoming,message,general_support,1,0,0
ANON-75F2D96E,ANON-F576CF3C,2026-07-03,sms,outgoing,ai_response,general_support,0,1,0
ANON-1B6A3A00,ANON-0F586A28,2026-08-30,sms,incoming,message,barrier_to_care,1,0,0
ANON-102A728B,ANON-0F586A28,2026-08-30,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-F8B62A0C,ANON-D838387B,2026-07-14,sms,incoming,message,appointment_assistance,1,0,0
ANON-4EA7519E,ANON-D838387B,2026-07-14,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-1651F18E,ANON-4DFAF53F,2026-08-10,sms,incoming,message,barrier_to_care,1,0,0
ANON-293276BC,ANON-4DFAF53F,2026-08-10,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-84625DC8,ANON-10A73A8B,2026-08-24,sms,incoming,message,barrier_to_care,1,0,0
ANON-BD6C220D,ANON-10A73A8B,2026-08-24,sms,outgoing,ai_response,barrier_to_care,0,1,0
